Tanggal SPS,Tanggal Bayar,No. SPS,Saluran,ID Pembeli,KAB/ Kota,Nama Komoditi,Jenis Komoditi,Merk Komoditi,Kemasan,Satuan,Kolli Terjual,Kuantum Terjual (Kg/L),Harga per Kemasan,Nominal Penjualan
09-03-2019,09-03-2019,02750/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,37140,KOTA ADM. JAKARTA SELATAN,DAGING KERBAU,FOREQUARTER,DAGING KITA,1,Kg,2,2,70000,140000
09-03-2019,09-03-2019,02750/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,37140,KOTA ADM. JAKARTA SELATAN,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,2,2,9900,19800
09-03-2019,09-03-2019,02746/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,18726,KOTA ADM. JAKARTA SELATAN,DAGING KERBAU,FOREQUARTER,DAGING KITA,1,Kg,140,140,70000,9800000
09-03-2019,09-03-2019,02747/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,1048,KOTA ADM. JAKARTA SELATAN,DAGING KERBAU,FOREQUARTER,DAGING KITA,1,Kg,10,10,70000,700000
09-03-2019,09-03-2019,02744/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,44072,KOTA ADM. JAKARTA SELATAN,DAGING KERBAU,FOREQUARTER,DAGING KITA,1,Kg,80,80,70000,5600000
09-03-2019,09-03-2019,02744/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,44072,KOTA ADM. JAKARTA SELATAN,BERAS,PREMIUM 15%,BERAS KITA PREMIUM,5,Kg,1,5,56500,56500
09-03-2019,09-03-2019,02745/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,25049,KAB. BOGOR,BERAS,KHUSUS,BERAS PANDAN WANGI 5KG,5,Kg,1,5,72000,72000
09-03-2019,09-03-2019,02745/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,25049,KAB. BOGOR,GULA,GKP EKS RAWSUGAR PT.JMR,MANIS KITA,1,Kg,1,1,11500,11500
09-03-2019,09-03-2019,02745/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,25049,KAB. BOGOR,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,1,1,9900,9900
09-03-2019,09-03-2019,02745/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,25049,KAB. BOGOR,TEPUNG TERIGU,TERIGU KITA,TERIGU KITA,1,Kg,1,1,8000,8000
09-03-2019,09-03-2019,00471/09/2019/09010/SPST,RPK-NON BPNT/Program Sembako,25060,KAB. SERANG,GULA,GKP EKS RAWSUGAR PT.DSI,GULA POLOS,50,Kg,199,9950,500000,99500000
09-03-2019,09-03-2019,00470/09/2019/09010/SPST,RPK-NON BPNT/Program Sembako,94444,KOTA SERANG,GULA,GKP EKS RAWSUGAR PT.DSI,GULA POLOS,50,Kg,100,5000,500000,50000000
09-04-2019,09-04-2019,02752/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,44876,KOTA TANGERANG,BERAS,KHUSUS,BERAS PANDAN WANGI 5KG,5,Kg,2,10,72000,144000
09-04-2019,09-04-2019,02752/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,44876,KOTA TANGERANG,BERAS,KHUSUS,BERASKITA BERAS HITAM,1,Kg,1,1,28000,28000
09-04-2019,09-04-2019,02752/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,44876,KOTA TANGERANG,BERAS,KHUSUS,BERASKITA BERAS MERAH,1,Kg,2,2,22000,44000
09-04-2019,09-04-2019,02752/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,44876,KOTA TANGERANG,BERAS,PREMIUM 15%,BERAS KITA PREMIUM,5,Kg,7,35,56500,395500
09-04-2019,09-04-2019,02752/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,44876,KOTA TANGERANG,GULA,GKP EKS RAWSUGAR PT.JMR,MANIS KITA,1,Kg,10,10,11500,115000
09-04-2019,09-04-2019,02752/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,44876,KOTA TANGERANG,TEPUNG TERIGU,TERIGU KITA,TERIGU KITA,1,Kg,10,10,8000,80000
09-04-2019,09-04-2019,02753/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,2696,KOTA ADM. JAKARTA SELATAN,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,24,24,9900,237600
09-04-2019,09-04-2019,02754/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,1048,KOTA ADM. JAKARTA SELATAN,DAGING KERBAU,FOREQUARTER,DAGING KITA,1,Kg,1,1,70000,70000
09-04-2019,09-04-2019,02754/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,1048,KOTA ADM. JAKARTA SELATAN,BERAS,PREMIUM 10%,BERAS KITA PREMIUM,200,gr,10,2,2300,23000
09-04-2019,09-04-2019,02754/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,1048,KOTA ADM. JAKARTA SELATAN,BERAS,KHUSUS,BERAS MILKY,1,Kg,12,12,22000,264000
09-04-2019,09-04-2019,02754/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,1048,KOTA ADM. JAKARTA SELATAN,BERAS,KHUSUS,BERAS PANDAN WANGI 5KG,5,Kg,15,75,72000,1080000
09-04-2019,09-04-2019,02754/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,1048,KOTA ADM. JAKARTA SELATAN,BERAS,KHUSUS,BERASKITA BERAS MERAH,1,Kg,2,2,22000,44000
09-04-2019,09-04-2019,02754/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,1048,KOTA ADM. JAKARTA SELATAN,BERAS,PREMIUM 15%,BERAS KITA PREMIUM,5,Kg,30,150,56500,1695000
09-04-2019,09-04-2019,02755/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,1154,KOTA DEPOK,BERAS,KHUSUS,BERAS PANDAN WANGI 5KG,5,Kg,17,85,72000,1224000
09-04-2019,09-04-2019,02755/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,1154,KOTA DEPOK,BERAS,PREMIUM 15%,BERAS KITA PREMIUM,5,Kg,1,5,56500,56500
09-04-2019,09-04-2019,02755/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,1154,KOTA DEPOK,TEPUNG TERIGU,TERIGU KITA,TERIGU KITA,1,Kg,3,3,8000,24000
09-04-2019,09-04-2019,02756/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,45060,KOTA BEKASI,BERAS,KHUSUS,BERASKITA BERAS MERAH,1,Kg,1,1,22000,22000
09-04-2019,09-04-2019,02757/09/2019/09001/SPST,RITEL MODERN,92061,KOTA ADM. JAKARTA SELATAN,BERAS,KHUSUS,BERAS MILKY,1,Kg,3,3,23000,69000
09-04-2019,09-04-2019,02757/09/2019/09001/SPST,RITEL MODERN,92061,KOTA ADM. JAKARTA SELATAN,BERAS,KHUSUS,BERASKITA BERAS MERAH,1,Kg,2,2,23000,46000
09-04-2019,09-04-2019,02757/09/2019/09001/SPST,RITEL MODERN,92061,KOTA ADM. JAKARTA SELATAN,BERAS,PREMIUM 15%,BERAS KITA PREMIUM,5,Kg,2,10,60500,121000
09-04-2019,09-04-2019,02757/09/2019/09001/SPST,RITEL MODERN,92061,KOTA ADM. JAKARTA SELATAN,GULA,GKP EKS RAWSUGAR PT.JMR,MANIS KITA,1,Kg,19,19,12500,237500
09-04-2019,09-04-2019,02757/09/2019/09001/SPST,RITEL MODERN,92061,KOTA ADM. JAKARTA SELATAN,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,14,14,12000,168000
09-04-2019,09-04-2019,02757/09/2019/09001/SPST,RITEL MODERN,92061,KOTA ADM. JAKARTA SELATAN,TEPUNG TERIGU,TERIGU KITA,TERIGU KITA,1,Kg,12,12,9000,108000
09-04-2019,09-04-2019,00482/09/2019/09010/SPST,RPK-NON BPNT/Program Sembako,10922,KAB. SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,5,5,70000,350000
09-04-2019,09-04-2019,00482/09/2019/09010/SPST,RPK-NON BPNT/Program Sembako,10922,KAB. SERANG,BERAS,PREMIUM 15%,BERAS KITA PREMIUM,200,gr,10,2,2300,23000
09-04-2019,09-04-2019,00482/09/2019/09010/SPST,RPK-NON BPNT/Program Sembako,10922,KAB. SERANG,GULA,GKP EKS RAWSUGAR PT.DSI,MANIS KITA,1,Kg,2,2,11000,22000
09-04-2019,09-04-2019,00482/09/2019/09010/SPST,RPK-NON BPNT/Program Sembako,10922,KAB. SERANG,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,2,2,9900,19800
09-04-2019,09-04-2019,00481/09/2019/09010/SPST,RPK-NON BPNT/Program Sembako,85431,KAB. SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,100,100,70000,7000000
09-04-2019,09-04-2019,00480/09/2019/09010/SPST,RPK-NON BPNT/Program Sembako,51337,KOTA SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,10,10,70000,700000
09-05-2019,09-05-2019,02767/09/2019/09001/SPST,RITEL MODERN,92061,KOTA ADM. JAKARTA SELATAN,DAGING KERBAU,FOREQUARTER,DAGING KITA,1,Kg,2,2,80000,160000
09-05-2019,09-05-2019,02767/09/2019/09001/SPST,RITEL MODERN,92061,KOTA ADM. JAKARTA SELATAN,BERAS,PREMIUM 10%,BERAS KITA PREMIUM,1,Kg,4,4,12500,50000
09-05-2019,09-05-2019,02767/09/2019/09001/SPST,RITEL MODERN,92061,KOTA ADM. JAKARTA SELATAN,BERAS,PREMIUM 10%,BERAS KITA PREMIUM,200,gr,23,"4,6",2500,57500
09-05-2019,09-05-2019,02767/09/2019/09001/SPST,RITEL MODERN,92061,KOTA ADM. JAKARTA SELATAN,BERAS,KHUSUS,BERAS MILKY,1,Kg,6,6,23000,138000
09-05-2019,09-05-2019,02767/09/2019/09001/SPST,RITEL MODERN,92061,KOTA ADM. JAKARTA SELATAN,BERAS,KHUSUS,BERAS PANDAN WANGI 5KG,5,Kg,2,10,75000,150000
09-05-2019,09-05-2019,02767/09/2019/09001/SPST,RITEL MODERN,92061,KOTA ADM. JAKARTA SELATAN,BERAS,KHUSUS,BERASKITA BERAS HITAM,1,Kg,3,3,29000,87000
09-05-2019,09-05-2019,02767/09/2019/09001/SPST,RITEL MODERN,92061,KOTA ADM. JAKARTA SELATAN,BERAS,KHUSUS,BERASKITA BERAS MERAH,1,Kg,4,4,23000,92000
09-05-2019,09-05-2019,02767/09/2019/09001/SPST,RITEL MODERN,92061,KOTA ADM. JAKARTA SELATAN,GULA,GKP EKS RAWSUGAR PT.JMR,MANIS KITA,1,Kg,7,7,12500,87500
09-05-2019,09-05-2019,02767/09/2019/09001/SPST,RITEL MODERN,92061,KOTA ADM. JAKARTA SELATAN,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,8,8,12000,96000
09-05-2019,09-05-2019,02767/09/2019/09001/SPST,RITEL MODERN,92061,KOTA ADM. JAKARTA SELATAN,TEPUNG TERIGU,TERIGU KITA,TERIGU KITA,1,Kg,4,4,9000,36000
09-05-2019,09-05-2019,00495/09/2019/09010/SPST,RPK-NON BPNT/Program Sembako,12218,KAB. SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,50,50,70000,3500000
09-05-2019,09-05-2019,00495/09/2019/09010/SPST,RPK-NON BPNT/Program Sembako,12218,KAB. SERANG,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,24,24,9900,237600
09-05-2019,09-05-2019,00494/09/2019/09010/SPST,RPK-NON BPNT/Program Sembako,80385,KAB. SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,10,10,70000,700000
09-05-2019,09-05-2019,00493/09/2019/09010/SPST,RPK-NON BPNT/Program Sembako,10922,KAB. SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,2,2,70000,140000
09-05-2019,09-05-2019,00493/09/2019/09010/SPST,RPK-NON BPNT/Program Sembako,10922,KAB. SERANG,BERAS,PREMIUM 15%,BERAS KITA PREMIUM,200,gr,10,2,2300,23000
09-05-2019,09-05-2019,00493/09/2019/09010/SPST,RPK-NON BPNT/Program Sembako,10922,KAB. SERANG,GULA,GKP EKS RAWSUGAR PT.DSI,MANIS KITA,1,Kg,1,1,11000,11000
09-05-2019,09-05-2019,00493/09/2019/09010/SPST,RPK-NON BPNT/Program Sembako,10922,KAB. SERANG,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,1,1,9900,9900
09-05-2019,09-05-2019,00492/09/2019/09010/SPST,RPK-NON BPNT/Program Sembako,51342,KOTA CILEGON,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,20,20,70000,1400000
09-05-2019,09-05-2019,00491/09/2019/09010/SPST,RPK-NON BPNT/Program Sembako,80273,KOTA SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,5,5,70000,350000
09-05-2019,09-05-2019,00491/09/2019/09010/SPST,RPK-NON BPNT/Program Sembako,80273,KOTA SERANG,GULA,GKP EKS RAWSUGAR PT.DSI,MANIS KITA,1,Kg,24,24,11000,264000
09-05-2019,09-05-2019,00491/09/2019/09010/SPST,RPK-NON BPNT/Program Sembako,80273,KOTA SERANG,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,12,12,9900,118800
09-05-2019,09-05-2019,00491/09/2019/09010/SPST,RPK-NON BPNT/Program Sembako,80273,KOTA SERANG,TEPUNG TERIGU,TERIGU KITA,TERIGU KITA,1,Kg,5,5,7700,38500
09-05-2019,09-05-2019,00490/09/2019/09010/SPST,RPK-NON BPNT/Program Sembako,89357,KAB. SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,16,16,70000,1120000
09-05-2019,09-05-2019,00489/09/2019/09010/SPST,RPK-NON BPNT/Program Sembako,51228,KOTA SERANG,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,24,24,9900,237600
09-05-2019,09-05-2019,00488/09/2019/09010/SPST,RPK-NON BPNT/Program Sembako,74522,KAB. SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,5,5,70000,350000
09-05-2019,09-05-2019,00487/09/2019/09010/SPST,RPK-NON BPNT/Program Sembako,72381,KOTA SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,20,20,70000,1400000
09-05-2019,09-05-2019,00486/09/2019/09010/SPST,RPK-NON BPNT/Program Sembako,95318,KAB. SERANG,GULA,GKP EKS RAWSUGAR PT.DSI,MANIS KITA,1,Kg,15,15,11000,165000
09-05-2019,09-05-2019,00486/09/2019/09010/SPST,RPK-NON BPNT/Program Sembako,95318,KAB. SERANG,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,24,24,9900,237600
09-05-2019,09-05-2019,00485/09/2019/09010/SPST,RPK-NON BPNT/Program Sembako,23390,KAB. SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,20,20,70000,1400000
09-05-2019,09-05-2019,00484/09/2019/09010/SPST,RPK-NON BPNT/Program Sembako,17971,KAB. SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,15,15,70000,1050000
09-05-2019,09-05-2019,00483/09/2019/09010/SPST,RPK-NON BPNT/Program Sembako,71605,KOTA SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,3,3,70000,210000
09-05-2019,09-05-2019,02766/09/2019/09001/SPST,PERUSAHAAN SWASTA/CV/UD,95320,KOTA ADM. JAKARTA UTARA,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,540,540,9900,5346000
09-05-2019,09-05-2019,02764/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,44876,KOTA TANGERANG,BERAS,PREMIUM 15%,BERAS KITA PREMIUM,200,gr,100,20,2300,230000
09-05-2019,09-05-2019,02762/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,44072,KOTA ADM. JAKARTA SELATAN,DAGING KERBAU,FOREQUARTER,DAGING KITA,1,Kg,60,60,70000,4200000
09-05-2019,09-05-2019,02763/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,74499,KOTA ADM. JAKARTA SELATAN,DAGING KERBAU,FOREQUARTER,DAGING KITA,1,Kg,10,10,70000,700000
09-05-2019,09-05-2019,02761/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,1043,KOTA ADM. JAKARTA SELATAN,BERAS,PREMIUM 15%,BERAS KITA PREMIUM,5,Kg,8,40,56500,452000
09-05-2019,09-05-2019,02761/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,1043,KOTA ADM. JAKARTA SELATAN,GULA,GKP EKS RAWSUGAR PT.JMR,MANIS KITA,1,Kg,10,10,11500,115000
09-05-2019,09-05-2019,02760/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,22156,KOTA ADM. JAKARTA TIMUR,GULA,GKP EKS RAWSUGAR PT.JMR,MANIS KITA,1,Kg,16,16,11500,184000
09-05-2019,09-05-2019,02760/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,22156,KOTA ADM. JAKARTA TIMUR,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,4,4,9900,39600
09-05-2019,09-05-2019,02758/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,3658,KOTA BEKASI,BERAS,KHUSUS,BERAS PANDAN WANGI 5KG,5,Kg,3,15,72000,216000
09-05-2019,09-05-2019,02758/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,3658,KOTA BEKASI,BERAS,PREMIUM 15%,BERAS KITA PREMIUM,5,Kg,3,15,56500,169500
09-05-2019,09-05-2019,02758/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,3658,KOTA BEKASI,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,5,5,9900,49500
09-05-2019,09-05-2019,02759/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,24711,KOTA ADM. JAKARTA SELATAN,GULA,GKP EKS RAWSUGAR PT.JMR,MANIS KITA,1,Kg,33,33,11500,379500
09-05-2019,09-05-2019,02759/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,24711,KOTA ADM. JAKARTA SELATAN,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,8,8,9900,79200
09-05-2019,09-05-2019,02765/09/2019/09001/SPST,RITEL MODERN,92061,KOTA ADM. JAKARTA SELATAN,DAGING KERBAU,FOREQUARTER,DAGING KITA,1,Kg,2,2,80000,160000
09-05-2019,09-05-2019,02765/09/2019/09001/SPST,RITEL MODERN,92061,KOTA ADM. JAKARTA SELATAN,BERAS,PREMIUM 10%,BERAS KITA PREMIUM,1,Kg,4,4,12500,50000
09-05-2019,09-05-2019,02765/09/2019/09001/SPST,RITEL MODERN,92061,KOTA ADM. JAKARTA SELATAN,BERAS,KHUSUS,BERAS MILKY,1,Kg,6,6,23000,138000
09-05-2019,09-05-2019,02765/09/2019/09001/SPST,RITEL MODERN,92061,KOTA ADM. JAKARTA SELATAN,BERAS,KHUSUS,BERAS PANDAN WANGI 5KG,5,Kg,2,10,75000,150000
09-05-2019,09-05-2019,02765/09/2019/09001/SPST,RITEL MODERN,92061,KOTA ADM. JAKARTA SELATAN,BERAS,PREMIUM 15%,BERAS KITA PREMIUM,200,gr,23,"4,6",2500,57500
09-05-2019,09-05-2019,02765/09/2019/09001/SPST,RITEL MODERN,92061,KOTA ADM. JAKARTA SELATAN,BERAS,KHUSUS,BERASKITA BERAS HITAM,1,Kg,3,3,29000,87000
09-05-2019,09-05-2019,02765/09/2019/09001/SPST,RITEL MODERN,92061,KOTA ADM. JAKARTA SELATAN,BERAS,KHUSUS,BERASKITA BERAS MERAH,1,Kg,4,4,23000,92000
09-05-2019,09-05-2019,02765/09/2019/09001/SPST,RITEL MODERN,92061,KOTA ADM. JAKARTA SELATAN,GULA,GKP EKS RAWSUGAR PT.JMR,MANIS KITA,1,Kg,7,7,12500,87500
09-05-2019,09-05-2019,02765/09/2019/09001/SPST,RITEL MODERN,92061,KOTA ADM. JAKARTA SELATAN,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,8,6,12000,96000
09-05-2019,09-05-2019,02765/09/2019/09001/SPST,RITEL MODERN,92061,KOTA ADM. JAKARTA SELATAN,TEPUNG TERIGU,TERIGU KITA,TERIGU KITA,1,Kg,4,4,9000,36000
09-06-2019,09-06-2019,00504/09/2019/09010/SPST,RPK-NON BPNT/Program Sembako,51297,KOTA SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,6,6,70000,420000
09-06-2019,09-06-2019,00503/09/2019/09010/SPST,RPK-NON BPNT/Program Sembako,80206,KAB. SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,4,4,70000,280000
09-06-2019,09-06-2019,00503/09/2019/09010/SPST,RPK-NON BPNT/Program Sembako,80206,KAB. SERANG,BERAS,PREMIUM 15%,BERAS KITA PREMIUM,25,Kg,1,25,257500,257500
09-06-2019,09-06-2019,00503/09/2019/09010/SPST,RPK-NON BPNT/Program Sembako,80206,KAB. SERANG,GULA,GKP EKS RAWSUGAR PT.DSI,MANIS KITA,1,Kg,3,3,11000,33000
09-06-2019,09-06-2019,00503/09/2019/09010/SPST,RPK-NON BPNT/Program Sembako,80206,KAB. SERANG,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,3,3,9900,29700
09-06-2019,09-06-2019,00503/09/2019/09010/SPST,RPK-NON BPNT/Program Sembako,80206,KAB. SERANG,TEPUNG TERIGU,TERIGU KITA,TERIGU KITA,1,Kg,3,3,8000,24000
09-06-2019,09-06-2019,00502/09/2019/09010/SPST,RPK-NON BPNT/Program Sembako,75062,KAB. SERANG,BERAS,PREMIUM 15%,BERAS KITA PREMIUM,5,Kg,14,70,52500,735000
09-06-2019,09-06-2019,00502/09/2019/09010/SPST,RPK-NON BPNT/Program Sembako,75062,KAB. SERANG,TEPUNG TERIGU,TERIGU KITA,TERIGU KITA,1,Kg,2,2,8000,16000
09-06-2019,09-06-2019,00501/09/2019/09010/SPST,RPK-NON BPNT/Program Sembako,75061,KAB. SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,60,60,70000,4200000
09-06-2019,09-06-2019,00500/09/2019/09010/SPST,RPK-NON BPNT/Program Sembako,75059,KAB. SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,35,35,70000,2450000
09-06-2019,09-06-2019,00499/09/2019/09010/SPST,RPK-NON BPNT/Program Sembako,25079,KAB. SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,20,20,70000,1400000
09-06-2019,09-06-2019,00499/09/2019/09010/SPST,RPK-NON BPNT/Program Sembako,25079,KAB. SERANG,GULA,GKP EKS RAWSUGAR PT.DSI,MANIS KITA,1,Kg,10,10,11000,110000
09-06-2019,09-06-2019,00498/09/2019/09010/SPST,RPK-NON BPNT/Program Sembako,80206,KAB. SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,15,15,70000,1050000
09-06-2019,09-06-2019,00497/09/2019/09010/SPST,RPK-NON BPNT/Program Sembako,92671,KAB. SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,70,70,70000,4900000
09-06-2019,09-06-2019,00496/09/2019/09010/SPST,RPK-NON BPNT/Program Sembako,71605,KOTA SERANG,GULA,GKP EKS RAWSUGAR PT.BMM,MANIS KITA,1,Kg,25,25,11000,275000
09-06-2019,09-06-2019,02770/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,44876,KOTA TANGERANG,BERAS,KHUSUS,BERAS BASMATI,"2,5",Kg,4,10,90000,360000
09-06-2019,09-06-2019,02770/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,44876,KOTA TANGERANG,BERAS,PREMIUM 10%,BERAS KITA PREMIUM,200,gr,50,10,2300,115000
09-06-2019,09-06-2019,02770/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,44876,KOTA TANGERANG,BERAS,KHUSUS,BERAS MILKY,1,Kg,20,20,22000,440000
09-06-2019,09-06-2019,02770/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,44876,KOTA TANGERANG,BERAS,PREMIUM 15%,BERAS KITA PREMIUM,5,Kg,1,5,56500,56500
09-06-2019,09-06-2019,02770/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,44876,KOTA TANGERANG,GULA,GKP EKS RAWSUGAR PT.JMR,MANIS KITA,1,Kg,1,1,11500,11500
09-06-2019,09-06-2019,02770/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,44876,KOTA TANGERANG,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,68,68,9900,673200
09-06-2019,09-06-2019,02770/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,44876,KOTA TANGERANG,TEPUNG TERIGU,TERIGU KITA,TERIGU KITA,1,Kg,27,27,8000,216000
09-06-2019,09-06-2019,02771/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,1043,KOTA ADM. JAKARTA SELATAN,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,6,6,9900,59400
09-07-2019,09-07-2019,00070/09/2019/09030/SPST,TOKO/AGEN/PENGECER,58866,KAB. LEBAK,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,701,701,12000,8412000
09-07-2019,09-07-2019,00069/09/2019/09030/SPST,TOKO/AGEN/PENGECER,58866,KAB. LEBAK,DAGING KERBAU,FOREQUARTER,DAGING KITA,1,Kg,418,418,80000,33440000
09-07-2019,09-07-2019,00068/09/2019/09030/SPST,TOKO/AGEN/PENGECER,58866,KAB. LEBAK,DAGING KERBAU,FOREQUARTER,DAGING KITA,1,Kg,9082,9082,70000,635740000
09-07-2019,09-07-2019,00067/09/2019/09030/SPST,TOKO/AGEN/PENGECER,58866,KAB. LEBAK,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,631,631,70000,44170000
09-07-2019,09-07-2019,00066/09/2019/09030/SPST,TOKO/AGEN/PENGECER,58866,KAB. LEBAK,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,55200,55200,70000,3864000000
09-07-2019,09-07-2019,00065/09/2019/09030/SPST,TOKO/AGEN/PENGECER,58866,KAB. LEBAK,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,60,60,12000,720000
09-07-2019,09-07-2019,00064/09/2019/09030/SPST,TOKO/AGEN/PENGECER,58866,KAB. LEBAK,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,370,370,11000,4070000
09-07-2019,09-07-2019,00063/09/2019/09030/SPST,TOKO/AGEN/PENGECER,58866,KAB. LEBAK,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,1970,1970,9900,19503000
09-09-2019,09-09-2019,02781/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,1160,KOTA DEPOK,DAGING KERBAU,FOREQUARTER,DAGING KITA,1,Kg,20,20,70000,1400000
09-09-2019,09-09-2019,02782/09/2019/09001/SPST,RPK-NON BPNT/Program Sembako,44074,KOTA ADM. JAKARTA SELATAN,BERAS,PREMIUM 15%,BERAS KITA PREMIUM,5,Kg,2,10,53000,106000
